word phonetic
hereditary [hi'reditәri]
herein [.hiәr'in]
heresy ['herәsi]
heretic ['herәtik]
heretofore [.hiәtu'fɒ:]
heritage ['heritidʒ]
hermit ['hә:mit]
hero ['hiәrәu]
heroic [hi'rәuik]
heroin ['herәuin]
heroine ['herәuin]
heroism ['herәuizm]
heron ['herәn]
herpes ['hә:pi:z]
herring ['heriŋ]
hers [hә:z]
herself [hә:'self]
hesitant ['hezitәnt]
hesitate ['heziteit]
hesitation [.hezi'teiʃәn]
heterogeneity [,hetәrәudʒi'ni:iti]
heterogeneous [.hetәrәu'dʒi:njәs]
heterosexual [.hetәrә'sekʃuәl]
hew [hju:]
hey [hei]
heyday ['heidei]
hi [hai]
hiatus [hai'eitәs]
hiccup ['hikʌp]
hidden ['hidn]
hide [haid]
hideaway ['haidә.wei]
hideous ['hidiәs]
hideout ['haidaut]
hiding ['haidiŋ]
hierarchical [,haiә'rɑ:kikәl]
hierarchy ['haiәrɑ:ki]
high [hai]
high-definition "[hai ˌdefiˈniʃən]"
high-energy ['haɪ'enədʒɪ]
high-performance "[hai pəˈfɔ:məns]"
high-powered ['hai'pajәd]
high-priced ['hai'praist]
high-profile [hai'prəufai]
high-quality ['haɪkw'ɒlɪtɪ]
high-resolution "[ˌhaɪ ˈrez]"
high-risk [ˈhaɪˈrɪsk]
highland ['hailәnd]
highlight ['hailait]
highly ['haili]
highway ['haiwei]
hijack ['haidʒæk]
hijacker ['haidʒækә]
hike [haik]
hiker ['haikә]
hiking ['haikiŋ]
hilarious [hi'lєәriәs]
hill [hil]
hillside ['hilsaid]
hilltop ['hiltɒp]
hilly ['hili]
hilt [hilt]
him [him]
himself [him'self]
hind [haind]
hinder ['hindә]
hindrance ['hindrәns]
hindsight ['haindsait]
Hindu ['hindu:]
hinge [hindʒ]
hint [hint]
hinterland ['hintәlænd]
hip [hip]
hip-hop ['hɪph'ɒp]
hippie ['hipi:]
hire [haiә]
hiring ['haiәriŋ]
his [hiz]
Hispanic [his'pænik]
hiss [his]
historian [hi'stɒ:riәn]
historic [hi'stɒrik]
historical [hi'stɒrikәl]
historically [his'tɔrikәli]
historiography [.histɒ:ri'ɒgrәfi]
history ['histәri]
hit [hit]
hitch [hitʃ]
hitchhike ['hitʃhaik]
hitherto [.hiðә'tu:]
hitter ['hitә]
hive [haiv]
hoard [hɒ:d]
hoarse [hɒ:s]
hoax [hәuks]
hobble ['hɒbl]
hobby ['hɒbi]
hockey ['hɒki]
hoe [hәu]
hog [hɒg]
hoist [hɒist]
hold [hәuld]
holder ['hәuldә]
holding ['hәuldiŋ]
holdout ['hәuldaut]
hole [hәul]
holiday ['hɒlәdi]
holiness ['hәulinis]
holistic [hәj'listik]
holler ['hɒlә]
hollow ['hɒlәu]
holly ['hɒli]
holocaust ['hɔlәkɔ:st]
hologram ['hɔlәu^ræm]
holster ['hәulstә]
holy ['hәuli]
homage ['hɒmidʒ]
home [hәum]
homecoming ['hәumkʌmiŋ]
homeland ['hәumlænd]
homeless ['hәumlis]
homely ['hәumli]
homemade ['hәum'meid]
homemaker ['hәummeikә]
homeowner ['hәum.әunә]
homer ['hәumә]
homesick ['hәumsik]
homestead ['hәumsted]
hometown [hәum'taun]
homework ['hәumwә:k]
homey ['hәumi]
homicide ['hɒmisaid]
homily ['hɒmili]
homogeneity [.hɒmәdʒe'ni:iti]
homogeneous [.hәumә'dʒi:niәs]
homophobia [,hәumә'fәubiә]
homosexual [.hɒmәu'sekjuәl]
homosexuality [-'æliti]
hone [hәun]
honest ['ɒnist]
honestly ['ɒnistli]
honesty ['ɒnisti]
honey ['hʌni]
honeymoon ['hʌnimu:n]
honk [hɒŋk]
honor ['ɒnә]
honorable ['ɒnәrәbl]
honorary ['ɒnәrәri]
hood [hud]
hooded ['hudid]
hoof [hu:f]
hook [huk]
hooker ['hukә]
hoop [hu:p]
hoopla ['hu:plɑ:]
hoot [hu:t]
hop [hɒp]
hope [hәup]
hopeful ['hәupful]
hopefully ['hәjpfjli]
hopeless ['hәuplis]
hopelessness ['həʊpləsnəs]
Hopi ['hәupi]
hopper ['hɒpә]
horde [hɒ:d]
horizon [hә'raizәn]
horizontal [.hɒri'zɒntәl]
hormonal [hɒ:'mәunәl]
hormone ['hɒ:mәun]
horn [hɒ:n]
horny ['hɒ:ni]
horrendous [hɒ'rendәs]
horrible ['hɒrәbl]
horribly ['hɒrәbli]
horrid ['hɒrid]
horrific [hɒ'rifik]
horrified ['hɒrifaid]
horrify ['hɒrifai]
horror ['hɒrә]
horse [hɒ:s]
horse-drawn [ˈhɔ:sdrɔ:n]
horseback ['hɒ:sbæk]
horseman ['hɒ:smәn]
horsepower ['hɒ:spauә]
horseradish [hɒ:s'rædiʃ]
horseshoe ['hɒ:sʃu:]
horticultural [.hɒ:ti'kʌltʃәrәl]
hose [hәuz]
hospice ['hɒspis]
hospitable ['hɒspitәbl]
hospital ['hɒspitәl]
hospitality [.hɒspi'tæliti]
hospitalization [,hɔspitәlai'zeiʃәn]
hospitalize ['hɒspitәlaiz]
host [hәust]
hostage ['hɒstidʒ]
hostel ['hɒstәl]
hostess ['hәustis]
hostile ['hɒstail]
hostility [hɒs'tiliti]
hot [hɒt]
hotbed ['hɒtbed]
hotel [hәu'tel]
hotline ['hɔtlain]
hotly ['hɒtli]
hotshot ['hɒtʃɒt]
hound [haund]
hour [auә]
hourly ['auәli]
house [haus]
household ['haushәuld]
housekeeper ['hauski:pә]
housekeeping ['hauski:piŋ]
housewife ['hauswaif]
housework ['hauswә:k]
housing ['hausiŋ]
hover ['hʌvә]
how [hau]
how-to ['hau'tu:]
however [hau'evә]
howl [haul]
howling ['hauliŋ]
hub [hʌb]
hubris ['hju:bris]
huddle ['hʌdl]
hue [hju:]
huff [hʌf]
hug [hʌg]
huge [hju:dʒ]
hugely ['hju:dʒli]
huh [hʌ]
hulking ['hʌlkiŋ]
hull [hʌl]
hum [hʌm]
human ['hju:mәn]
humane [hju:'mein]
humanism ['hju:mәnizm]
humanist ['hju:mәnist]
humanistic [.hju:mә'nistik]
humanitarian [hju:.mæni'tєәriәn]
humanity [hju:'mæniti]
humanize ['hju:mәnaiz]
humankind ['hju:mәnkaind]
humanly ['hju:mәnli]
humble ['hʌmbl]
humbly ['hʌmbli]
humid ['hju:mid]
humidity [hju:'miditi]
humiliate [hju:'milieit]
humiliating [hju:'milieitiŋ]
humiliation [hju:.mili'eiʃәn]
humility [hju:'militi]
hummingbird ['hʌmiŋb\\\\:d]
humor ['hju:mә]
humorous ['hju:mәrәs]
hump [hʌmp]
hunch [hʌntʃ]
hundred ['hʌndrәd]
Hungarian [hʌŋ'gєәriәn]
hunger ['hʌŋgә]
hungry ['hʌŋgi]
hunk [hʌŋk]
hunker ['hʌŋkә]
hunt [hʌnt]
hunter ['hʌntә]
hunting ['hʌntiŋ]
hurdle ['hә:dl]
hurl [hә:l]
hurricane ['hә:rikәn]
hurried ['hʌrid]
hurry ['hʌri]
hurt [hә:t]
hurtful ['hә:tful]
hurtle ['hә:tl]
husband ['hʌzbәnd]
hush [hʌʃ]
hushed [hʌʃt]
husk [hʌsk]
husky ['hʌski]
hustle ['hʌsl]
hustler ['hʌslә]
hut [hʌt]
hybrid ['haibrid]
hydraulic [hai'drɒ:lik]
hydrocarbon [.haidrәu'kɑ:bәn]
hydroelectric [.haidrәui'lektrik]
hydrogen ['haidrәdʒәn]
hyena [hai'i:nә]
hygiene ['haidʒi:n]
hymn [him]
hype [haip]
hyperactive [,haipә(:)'ræktiv]
hyperbole [hai'pә:bәli]
hypertension [.haipә'tenʃәn]
hypnosis [hip'nәusis]
hypnotic [hip'nɒtik]
hypnotize ['hipnәtaiz]
hypocrisy [hi'pɒkrәsi]
hypocrite ['hipәkrit]
hypocritical [.hipә'kritikl]
hypothermia [.haipә'θә:miә]
hypothesis [hai'pɒθәsis]
hypothesize [hai'pɔθisaiz]
hypothetical [,haipәu'θetikәl]
hysterectomy [.histә'rektәmi]
hysteria [his'tiәriә]
hysterical [his'terikәl]
hysterically [hɪ'sterɪklɪ]
I [ai]
ice [ais]
ice-cream ['aiskri:m]
iceberg ['aisbә:g]
iced [aist]
Icelandic [.ais'lændik]
icing ['aisiŋ]
icon ['aikɒn]
iconic [ai'kɔnik]
iconography [.aikә'nɒgrәfi]
icy ['aisi]
idea [ai'diә]
ideal [ai'diәl]
idealism [ai'diәlizm]
idealist [ai'diәlist]
idealistic [ai'diәlistik]
idealize [ai'diәlaiz]
idealized [aɪ'diəl,aɪz]
ideally [ai'diәli]
identical [ai'dentikәl]
identifiable [ai'dentifaiәbl]
identification [ai.dentifi'keiʃәn]
identify [ai'dentifai]
identity [ai'dentiti]
ideological [.aidiә'lɒdʒikәl]
ideologue ['aidi:әulɔ^]
ideology [.aidi'ɒlәdʒi]
idiom ['idiәm]
idiosyncrasy [.idiә'siŋkrәsi]
idiosyncratic [.idiәsiŋ'krætik]
idiot ['idiәt]
idiotic [.idi'ɒtik]
idle ['aidl]
idly ['aidli]
idol ['aidәl]
idolize ['aidәlaiz]
idyllic [ai'dilik]
if [if]
ignite [ig'nait]
ignition [ig'niʃәn]
ignorance ['ignәrәns]
ignorant ['ignәrәnt]
ignore [ig'nɒ:]
iguana [i'gwɑ:nә]
ilk [ilk]
ill [il]
illegal [i'li:gәl]
illegitimate [.ili'dʒitimәt]
illicit [i'lisit]
illiteracy [i'litәrәsi]
illiterate [i'litәrәt]
illness ['ilnis]
illogical [i'lɒdʒikl]
illuminate [i'lju:mineit]
illuminating [i'lju:mi,neitiŋ]
illumination [i.lju:mi'neiʃәn]
illusion [i'lju:ʒәn]
illusory [i'lju:sәri]
illustrate ['ilәstreit]
illustrated ['ilәstreitid]
illustration [.ilә'streiʃәn]
illustrative ['ilәstrәtiv]
illustrator ['ilәstreitә]
illustrious [i'lʌstriәs]
image ['imidʒ]
imagery ['imidʒәri]
imaginable [i'mædʒinәbl]
imaginary [i'mædʒinәri]
imagination [i.mædʒi'neiʃәn]
imaginative [i'mædʒinәtiv]
imagine [i'mædʒin]
imagined [iˈmædʒind]
imaging [i'mædʒiŋ]
imam [i'mɑ:m]
imbalance [im'bælәns]
imbue [im'bju:]
imitate ['imiteit]
imitation [.imi'teiʃәn]
immaculate [i'mækjulit]
immature [.imә'tjuә]
immediacy [i'mi:diәsi]
immediate [i'mi:diәt]
immediately [i'mi:diәtli]
immense [i'mens]
immensely [i'mensli]
immerse [i'mә:s]
immersion [i'mә:ʃәn]
immigrant ['imigrәnt]
immigrate ['imigreit]
immigration [.imi'greiʃәn]
imminent ['iminәnt]
immobile [i'mәubail]
immobilize [i'mәubilaiz]
immoral [i'mɒrәl]
immortal [i'mɒ:tәl]
immortality [.imɒ:'tæliti]
immortalize [i'mɒ:tәlaiz]
immune [i'mju:n]
immunity [i'mju:niti]
immunization [.imju:nai'zeiʃәn]
immunize ['imju:naiz]
immutable [i'mju:tәbl]
impact ['impækt]
impair [im'pєә]
impaired [im'pεәd]
impairment [im'peәmәnt]
impart [im'pɑ:t]
impartial [im'pɑ:ʃәl]
impasse ['impɑ:s]
impassioned [im'pæʃәnd]
impassive [im'pæsiv]
impatience [im'peiʃәns]
impatient [im'peiʃәnt]
impeach [im'pi:tʃ]
impeachment [im'pi:tʃmәnt]
impeccable [im'pekәbl]
impeccably [ -bli]
impede [im'pi:d]
impediment [im'pedimәnt]
impel [im'pel]
impending [im'pendiŋ]
impenetrable [im'penitrәbl]
imperative [im'perәtiv]
imperfect [im'pә:fikt]
imperfection [.impә'fekʃәn]
imperial [im'piәriәl]
imperialism [im'piәriәlizm]
imperialist [im'piәriәlist]
imperil [im'peril]
imperious [im'piәriәs]
impersonal [im'pә:sәnәl]
impersonate [im'pә:sәneit]
impervious [im'pә:viәs]
impetus ['impitәs]
impinge [im'pindʒ]
implacable [im'plækәbl]
implant [im'plɑ:nt]
implantation [.implɑ:n'teiʃәn]
implausible [im'plɒ:zәbl]
implement ['implimәnt]
implementation [.implimen'teiʃәn]
implicate ['implikeit]
implication [.impli'keiʃәn]
implicit [im'plisit]
implied ['implaid]
implode [im'plәud]
implore [im'plɒ:]
imply [im'plai]
import [im'pɒ:t]
importance [im'pɒ:tәns]
important [im'pɒ:tәnt]
importation [.impɒ:'teiʃәn]
importer [im'pɒ:tә]
impose [im'pәuz]
imposing [im'pәuziŋ]
imposition [.impә'ziʃәn]
impossibility [im.pɒsә'biliti]
impossible [im'pɒsәbl]
impossibly [im'pɒsәbli]
impotence ['impәtәns]
impotent ['impәtәnt]
impoverished [im'pɔvәriʃt]
impractical [im'præktikәl]
impregnate ['impregneit]
impress [im'pres]
impression [im'preʃәn]
impressionist [im'preʃәnist]
impressive [im'presiv]
imprint [im'print]
imprison [im'prizn]
imprisoned [ɪmˈprɪzənd]
imprisonment [im'priznmәnt]
improbable [im'prɒbәbl]
impromptu [im'prɒmptju:]
improper [im'prɒpә]
impropriety [.imprә'praiәti]
improve [im'pru:v]
improved [im'pru:vd]
improvement [im'pru:vmәnt]
improving [im'pru:viŋ]
improvisation [.imprәvai'zeiʃәn]
improvise ['imprәvaiz]
improvised ['imprәvaizd]
impulse ['impʌls]
impulsive [im'pʌlsiv]
impunity [im'pju:niti]
impurity [im'pjuәriti]
in [in]
in-depth ['in'depθ]
in-house [in'haus]
in-law ['inlɔ:]
in-service ['in'sә:vis]
inability [.inә'biliti]
inaccessible [.inæk'sesәbl]
inaccuracy [in'ækjurәsi]
inaccurate [in'ækjurit]
inaction [in'ækʃәn]
inactive [in'æktiv]
inactivity [.inæk'tiviti]
inadequacy [in'ædikwәsi]
inadequate [in'ædikwәt]
inadvertent [.inәd'vә:tәnt]
inadvertently [ˌɪnədˈvɜ:təntli]
inanimate [in'ænimәt]
inappropriate [.inә'prәupriәt]
inasmuch [.inәz'mʌtʃ]
inattention [.inә'tenʃәn]
inaudible [in'ɒ:dәbl]
inaugural [i'nɒ:gjurәl]
inaugurate [i'nɒ:gjureit]
inauguration [i,nɔ:^ju'reiʃәn]
incandescent [.inkæn'desnt]
incapable [in'keipәbl]
incapacitate [.inkә'pæsiteit]
incarcerate [in'kɑ:sәreit]
incarceration [in.kɑ:sә'reiʃәn]
incarnation [.inkɑ:'neiʃәn]
incendiary [in'sendjәri]
incense ['inseins]
incentive [in'sentiv]
inception [in'sepʃәn]
incessant [in'sesnt]
incessantly [ɪn'sesntlɪ]
incest ['insest]
inch [intʃ]
incidence ['insidәns]
incident ['insidәnt]
incidental [.insi'dentәl]
incidentally [.insi'dentәli]
incinerator [in'sinәreitә]
incipient [in'sipiәnt]
incision [in'siʒәn]
incite [in'sait]
inclination [.inkli'neiʃәn]
incline [in'klain]
inclined [in'klaind]
include [in'klu:d]
inclusion [in'kluʒәn]
inclusive [in'klu:siv]
incoherent [.inkәu'hiәrәnt]
income ['inkʌm]
incoming ['inkʌmiŋ]
incomparable [in'kɒmpәrәbl]
incompatible [.inkәm'pætәbl]
incompetence [in'kɔmpitәns]
incompetent [in'kɒmpitәnt]
incomplete [.inkәm'pli:t]
incomprehensible [in.kɒmpri'hensәbl]
inconceivable [.inkәn'si:vәbl]
inconclusive [.inkәn'klu:siv]
incongruous [in'kɒŋgruәs]
inconsequential [.inkɒnsi'kwenʃәl]
inconsistency [.inkәn'sistәnsi]
inconsistent [.inkәn'sistәnt]
incontinence [in'kɒntinәns]
inconvenience [.inkәn'vi:njәns]
inconvenient [.nkәn'vi:njәnt]
incorporate [in'kɒ:pәreit]
incorporation [in.kɒ:pә'reiʃәn]
incorrect [.inkә'rekt]
increase [in'kri:s]
increased [in'kri:st]
increasing [in'kri:siŋ]
increasingly [in'kri:siŋli]
incredible [in'kredәbl]
incredibly [in'kredәbli]
incredulous [in'kredjulәs]
increment ['inkrimәnt]
incremental [.inkri'mentl]
incubate ['inkjubeit]
incubator ['inkjubeitә]
inculcate ['inkʌlkeit]
incumbent [in'kʌmbәnt]
incur [in'kә:]
incurable [in'kjurәbl]
incursion [in'kә:ʃәn]
indebted [in'detid]
indecent [in'di:sәnt]
indecision [.indi'siʒәn]
indeed [in'di:d]
indefinite [in'definit]
indelible [in'delibl]
indentation [.inden'teiʃәn]
independence [.indi'pendәns]
independent [.indi'pendәnt]
independently [.indi'pendәntli]
indeterminate [.indi'tә:minәt]
index ['indeks]
Indian ['indiәn]
indicate ['indikeit]
indication [.indi'keiʃәn]
indicative [in'dikәtiv]
indicator ['indikeitә]
indict [in'dait]
indictment [in'daitmәnt]
indie ['indi]
indifference [in'difәrәns]
indifferent [in'difәrәnt]
indigenous [in'didʒinәs]
indigent ['indidʒәnt]
indignant [in'dignәnt]
indignation [.indig'neiʃәn]
indignity [in'digniti]
indigo ['indigәu]
indirect [.indi'rekt]
indiscriminate [.indis'kriminit]
indiscriminately [ˌɪndɪ'skrɪmɪnətlɪ]
indispensable [.indis'pensәbl]
indisputable [.indis'pju:tәbl]
indistinct [.indis'tiŋkt]
indistinguishable [.indis'tiŋgwiʃәbl]
individual [.indi'vidʒuәl]
individualism [.indi'vidʒuәlizm]
individualistic [,indi,vidjuә'listik]
individuality ['indi.vidʒu'æliti]
individualized [ˌɪndɪˈvɪdʒuəlaɪzd]
individually [.indi'vidʒuәli]
indoctrination [in.dɒktri'neiʃәn]
Indonesian [.indәu'ni:ʒәn]
indoor ['indɒ:]
indoors ['in'dɒ:z]
induce [in'dju:s]
inducement [in'dju:smәnt]
induct [in'dʌkt]
induction [in'dʌkʃәn]
indulge [in'dʌldʒ]
indulgence [in'dʌldʒәns]
indulgent [in'dʌldʒәnt]
industrial [in'dʌstriәl]
industrialist [in'dʌstriәlist]
industrialization [in,dʌstriәlai'zeiʃn]
industrialized [in'dʌstriәlaizd]
industrious [in'dʌstriәs]
industry ['indәstri]
ineffective [.ini'fektiv]
ineffectual [.ini'fektʃuәl]
inefficiency [.ini'fiʃәnsi]
inefficient [.ini'fiʃәnt]
ineligible [in'elidʒәbl]
inept [in'ept]
inequality [.ini'kwɒliti]
inequity [in'ekwiti]
inert [i'nә:t]
inertia [i'nә:ʃә]
inescapable [.ini'skeipәbl]
inevitability [in.evitә'biliti]
inevitable [in'evitәbl]
inevitably [in'evitәbli]
inexorable [in'eksәrәbl]
inexpensive [.inik'spensiv]
inexperience [.inik'spiәriәns]
inexperienced [.inik'spiәriәnst]
inexplicable [in'eksplikәbl]
inexplicably [in'eksplikәbli]
infamous ['infәmәs]
infancy ['infәnsi]
infant ['infәnt]
infantry ['infәntri]
infatuation [in.fætju'eiʃәn]
infect [in'fekt]
infected [in'fektid]
infection [in'fekʃәn]
infectious [in'fekʃәs]
infer [in'fә:]
inference ['infәrәns]
inferior [in'fiәriә]
inferiority [in.fiәri'ɒriti]
inferno [in'fә:nәu]
infertile [in'fә:tail]
infertility [.infә'tiliti]
infest [in'fest]
infestation [.infe'steiʃәn]
infidel ['infidl]
infidelity [.infi'deliti]
infield ['infi:ld]
infighting ['infaitiŋ]
infiltrate [in'filtreit]
infiltration [.infil'treiʃәn]
infinite ['infinit]
infinitely ['infinitli]
infinity [in'finiti]
inflame [in'fleim]
inflammation [.inflә'meiʃәn]
inflammatory [in'flæmәtәri]
inflatable [in'fleitәbl]
inflate [in'fleit]
inflated [in'fleitid]
inflation [in'fleiʃәn]
inflationary [in'fleiʃәnәri]
inflection [in'flekʃәn]
inflexible [in'fleksәbl]
inflict [in'flikt]
inflow ['inflәu]
influence ['influәns]
influential [.infu'enʃәl]
influenza [.influ'enzә]
influx ['inflʌks]
info ['infәu]
inform [in'fɒ:m]
informal [in'fɒ:mәl]
informant [in'fɒ:mәnt]
information [.infә'meiʃәn]
informative [in'fɒ:mәtiv]
informed [in'fɒ:md]
informer [in'fɒ:mә]
infraction [in'frækʃәn]
infrared [.infrә'red]
infrastructure ['infrәstrʌktʃә]
infrequent [in'fri:kwәnt]
infringe [in'frindʒ]
infringement [in'frindʒmәnt]
infuriate [in'fjuәrieit]
infuse [in'fju:z]
infusion [in'fju:ʒәn]
ingenious [in'dʒi:njәs]
ingenuity [.indʒi'nju:iti]
ingest [in'dʒest]
ingrain [in'grein]
ingredient [in'gri:diәnt]
inhabit [in'hæbit]
inhabitant [in'hæbitәnt]
inhalation [.inhә'leiʃәn]
inhale [in'heil]
inherent [in'hiәrәnt]
inherently [in'hiәrәntli]
inherit [in'herit]
inheritance [in'heritәns]
inherited [in'heritid]
inhibit [in'hibit]
inhibition [.inhi'biʃәn]
inhibitor [in'hibitә(r)]
inhospitable [in'hɒspitәbl]
inhuman [in'hju:mәn]
initial [i'niʃәl]
initially [i'niʃәli]
initiate [i'niʃieit]
initiation [i.niʃi'eiʃәn]
initiative [i'niʃiәtiv]
inject [in'dʒekt]
injection [in'dʒekʃәn]
injunction [in'dʒʌŋkʃәn]
injure ['indʒә]
injured ['indʒәd]
injury ['indʒәri]
injustice [in'dʒʌstis]
ink [iŋk]
inkling ['iŋkliŋ]
inlaid ['inleid]
inland ['inlәnd]
inlet ['inlet]
inmate ['inmeit]
inn [in]
innate [i'neit]
inner ['inә]
inner-city ['inəsiti]
innermost ['inәmәust]
inning ['iniŋ]
innkeeper ['inki:pә(r)]
innocence ['inәsәns]
innocent ['inәsәnt]
innocuous [i'nɒkjuәs]
innovate ['inәuveit]
innovation [.inәu'veiʃәn]
innovative ['inәjveitiv]
innovator ['inәuveitә]
innuendo [.inju:'endәu]
innumerable [i'nju:mәrәbl]
inoculate [i'nɒkjuleit]
inordinate [i'nɒ:dinәt]
inorganic [.inɒ:'gænik]
inpatient ['inpeiʃәnt]
input ['input]
inquire [in'kwaiә]
inquiry [in'kwaiәri]
inquisitive [in'kwizәtiv]
inroads ['ɪnrəʊdz]
insane [in'sein]
insanity [in'sæniti]
insatiable [in'seiʃjәbl]
inscribe [in'skraib]
inscribed [in'skraibd]
inscription [in'skripʃәn]
inscrutable [in'skru:tәbl]
insect ['insekt]
insecticide [in'sektisaid]
insecure [.insi'kjuә]
insecurity [.insi'kjuәrәti]
insensitive [in'sensitiv]
inseparable [in'sepәrәbl]
insert [in'sә:t]
insertion [in'sә:ʃәn]
inset ['inset]
inside ['in'said]
insider ['in'saidә]
insidious [in'sidiәs]
insight ['insait]
insightful ['in.saitful]
insignia [in'signiә]
insignificant [.insig'nifikәnt]
insinuate [in'sinjueit]
insist [in'sist]
insistence [in'sistәns]
insistent [in'sistәnt]
insofar [.insәu'fɑ:]
insomnia [in'sɒmniә]
inspect [in'spekt]
inspection [in'spekʃәn]
inspector [in'spektә]
inspiration [.inspә'reiʃәn]
inspirational [.inspә'reiʃәnәl]
inspire [in'spaiә]
inspired [in'spaiәd]
inspiring [in'spaiәriŋ]
instability [.instә'biliti]
install [in'stɒ:l]
installation [.instә'leiʃәn]
installment [in'stɒ:lmәnt]
instance ['instәns]
instant ['instәnt]
instantaneous [.instәn'teinjәs]
instantly ['instәntli]
instead [in'sted]
instigate ['instigeit]
instil [in'stil]
instill [in'stil]
instinct ['instiŋkt]
instinctive [in'stiŋktiv]
institute ['institju:t]
institution [.insti'tju:ʃәn]
institutional [.insti'tju:ʃәnәl]
institutionalize [,insti'tju:ʃәnәlaiz]
institutionalized [.insti'tju:ʃәnәlaizd]
instruct [in'strʌkt]
instruction [in'strʌkʃәn]
instructional [in'strʌkʃәnәl]
instructive [in'strʌktiv]
instructor [in'strʌktә]
instrument ['instrumәnt]
instrumental [.instru'mentәl]
instrumentation [.instrumen'teiʃәn]
insufficient [.insә'fiʃәnt]
insular ['insjulә]
insulate ['insjuleit]
insulated ['insә.leitәd]
insulation "[.insju'leiʃәn. 'insә-]"
insulin ['insjulin]
insult ['insʌlt]
insulting [in'sʌltiŋ]
insurance [in'ʃurәns]
insure [in'ʃuә]
insurer [in'ʃuәrә]
insurgency [in'sә:dʒәnsi]
insurgent [in'sә:dʒәnt]
insurmountable [.insә'mauntәbl]
insurrection [.insә'rekʃәn]
intact [in'tækt]
intake ['inteik]
intangible [in'tændʒәbl]
integral ['intigrәl]
integrate ['intigreit]
integrated ['intәgreitid]
integration [.inti'greiʃәn]
integrative ['intigreitiv]
integrity [in'tegriti]
intellect ['intәlekt]
intellectual [.intә'lektʃuәl]
intelligence [in'telidʒәns]
intelligent [in'telidʒәnt]
intelligentsia [in.teli'dʒetsiә]
intelligible [in'telidʒәbl]
intend [in'tend]
intended [in'tendid]
intense [in'tens]
intensely [ɪn'tenslɪ]
intensified [inˈtensifaid]
intensify [in'tensifai]
intensity [in'tensәti]
intensive [in'tensiv]
intent [in'tent]
intention [in'tenʃәn]
intentional [in'tenʃәnәl]
intently [in'tentli]
interact [.intәr'ækt]
interaction [.intәr'ækʃәn]
interactive [,intәr'æktiv]
interagency [ˌɪntər'eɪdʒənsɪ]
intercede [.intә'si:d]
intercept [.intә'sept]
interception [,intә(:)'sepʃәn]
interchange [.intә'tʃeindʒ]
interchangeable [.intә'tʃeindʒәbl]
intercollegiate [.intәkә'li:dʒiәt]
intercom ['intәkɔm]
interconnection [.intәkә'nekʃәn]
intercourse ['intәkɒ:s]
intercut [,intә(:)'kʌt]
interdependence [.intәdi'pendәns.-dәnsi]
interdependent [.intәdi'pendәnt]
interdisciplinary [,intә(:)'disiplinәri]
interest ['intrist]
interested ['intristid]
interesting ['intristiŋ]
interestingly ['intristiŋli]
interface ['intәfeis]
interfaith ['intә(:),feiθ]
interfere [.intә'fiә]
interference [.intә'fiәrәns]
intergenerational [,intә(:),dʒenә'reiʃәnl]
intergovernmental [,intә^ʌvәn'mentәl]
interim ['intәrim]
interior [in'tiәriә]
interject [.intә'dʒekt]
interlocking [.intә'lɒkiŋ]
interlocutor [.intә'lɒkjutә]
interlude ['intәlu:d]
intermediary [.intә'mi:diәri]
intermediate [.intә'mi:diәt]
interminable [in'tә:minәbl]
intermission [.intә'miʃәn]
intermittent [.intә'mitәnt]
intern [in'tә:n]
internal [in'tә:nәl]
internalize [in'tә:nәlaiz]
internally [in'tәnәli]
international [.intә'næʃәnәl]
internationally [.intә'næʃәnәli]
internist [in'tә:nist]
internment [in'tә:nmәnt]
internship ['intә:nʃip]
interpersonal [.intә'pә:sәnәl]
interplay ['intәplei]
interpret [in'tә:prit]
interpretation [in.tә:pri'teiʃәn]
interpreter [in'tә:pritә]
interpretive [in'tә:pritiv]
interracial [.intә'reiʃjәl]
interrelated [.intәri'leitid]
interrogate [in'terәgeit]
interrogation [in.terәu'geiʃәn]
interrogator [in'terәugeitә]
interrupt [.intә'rʌpt]
interruption [.intә'rʌpʃәn]
intersect [.intә'sekt]
intersection [.intә'sekʃәn]
intersperse [.intә'spә:s]
interstate [.intә'steit]
interstellar ['intә'stelә]
intertwine [.intә'twain]
interval ['intәvәl]
intervene [.intә'vi:n]
intervention [.intә'venʃәn]
interview ['intәvju:]
interviewee [.intәvju:'i:]
interviewer ['intәvju:ә]
interweave [intә'wi:v]
intestinal [in'testinәl]
intestine [in'testin]
intifada ['ɪntɪfeɪdə]
intimacy ['intimәsi]
intimate ['intimәt]
intimately ['intimitli]
intimidate [in'timideit]
intimidating [ɪnˈtɪmɪdeɪtɪŋ]
intimidation [in,timi'deiʃәn]
into ['intu:]
intolerable [in'tɒlәrәbl]
intolerance [in'tɒlәrәns]
intolerant [in'tɔlәrәnt]
intonation [.intәu'neiʃәn]
intone [in'tәun]
intoxicate [in'tɒksikeit]
intoxicating [in'tɔksikeitiŋ]
intoxication [in.tɒksi'keiʃәn]
intractable [in'træktәbl]
intravenous [.intrә'vi:nәs]
intrepid [in'trepid]
intricacy ['intrikәsi]
intricate ['intrikit]
intricately ['ɪntrɪkətlɪ]
intrigue [in'tri:g]
intriguing [in'tri:giŋ]
intrinsic [in'trinsik]
introduce [.intrә'dju:s]
introduction [.intrә'dʌkʃәn]
introductory [.intrә'dʌktәri]
introspection [.intrәu'spekʃәn]
